
code	|	taxid	|	taxname	|	lineage
1	|	1985329	|	Moonvirus	|	1985329 1198136 2946170 2731619 2731618 2731360 2731341 10239 
1	|	78526	|	Allorhizobium	|	78526 227290 82115 356 28211 1224 2 131567 
1	|	2948833	|	Myrnavirus	|	2948833 2946628 2731619 2731618 2731360 2731341 10239 
1	|	2732968	|	Schiekvirus	|	2732968 2560071 2560065 2731619 2731618 2731360 2731341 10239 
1	|	456492	|	Saccharibacillus	|	456492 186822 1385 91061 1239 1783272 2 131567 
1	|	1769710	|	Sellimonas	|	1769710 186803 3085636 186801 1239 1783272 2 131567 
1	|	579	|	Kluyvera	|	579 543 91347 1236 1224 2 131567 
1	|	10294	|	Simplexvirus	|	10294 10293 3044472 548681 2731363 2731361 2731360 2731341 10239 
1	|	1937972	|	Bernardetia	|	1937972 1937968 768507 768503 976 68336 1783270 2 131567 
1	|	3044848	|	Trinifflemingvirus	|	3044848 3044650 3044473 2731619 2731618 2731360 2731341 10239 
1	|	2731677	|	Uliginvirus	|	2731677 2731646 2731643 2731619 2731618 2731360 2731341 10239 
1	|	29487	|	Photorhabdus	|	29487 1903414 91347 1236 1224 2 131567 
1	|	3044842	|	Theiavirus	|	3044842 1977630 549779 2732554 2732523 2732007 2732005 2732004 10239 
1	|	3051138	|	Paenacidovorax	|	3051138 80864 80840 28216 1224 2 131567 
1	|	74385	|	Gracilibacillus	|	74385 186817 1385 91061 1239 1783272 2 131567 
1	|	2843200	|	Miltoncostaea	|	2843200 2843199 2843198 1497346 201174 1783272 2 131567 
1	|	2263	|	Thermococcus	|	2263 2259 2258 183968 28890 3366610 2157 131567 
1	|	1299429	|	Yuavirus	|	1299429 2946644 2946162 2731619 2731618 2731360 2731341 10239 
1	|	2794998	|	Maridesulfovibrio	|	2794998 194924 213115 3031449 200940 2 131567 
1	|	2508244	|	Pregotovirus	|	2508244 2508240 2508209 2499403 76804 2732506 2732408 2732396 2559587 10239 
1	|	2179	|	Methanothermus	|	2179 2178 2158 183925 2283794 28890 3366610 2157 131567 
1	|	583	|	Proteus	|	583 1903414 91347 1236 1224 2 131567 
1	|	2560171	|	Magadivirus	|	2560171 2731619 2731618 2731360 2731341 10239 
1	|	332248	|	Truepera	|	332248 332247 2762275 188787 1297 1783272 2 131567 
1	|	2884814	|	Pseudoprevotella	|	2884814 171552 171549 200643 976 68336 1783270 2 131567 
1	|	2733121	|	Palaemonvirus	|	2733121 2946160 2731619 2731618 2731360 2731341 10239 
1	|	396811	|	Fulvivirga	|	396811 2762286 768507 768503 976 68336 1783270 2 131567 
1	|	158483	|	Cedecea	|	158483 543 91347 1236 1224 2 131567 
1	|	1448928	|	Candidatus Fervidibacter	|	1448928 1383058 1783234 2323 2 131567 
1	|	1125	|	Microcystis	|	1125 1890449 1118 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	2842588	|	Ceceduovirus	|	2842588 2842517 2946170 2731619 2731618 2731360 2731341 10239 
1	|	2843064	|	Susfortunavirus	|	2843064 2842320 2731619 2731618 2731360 2731341 10239 
1	|	33926	|	Candidatus Phytoplasma	|	33926 2146 186329 31969 544448 1783272 2 131567 
1	|	82802	|	Trichococcus	|	82802 186828 186826 91061 1239 1783272 2 131567 
1	|	36862	|	Ideonella	|	36862 2975441 80840 28216 1224 2 131567 
1	|	3044807	|	Roslyckyvirus	|	3044807 2731619 2731618 2731360 2731341 10239 
1	|	2948674	|	Dardanusvirus	|	2948674 2946645 2731619 2731618 2731360 2731341 10239 
1	|	2948940	|	Unuamitovirus	|	2948940 2732892 2732503 2732499 2732407 2732396 2559587 10239 
1	|	3044729	|	Hestiavirus	|	3044729 2731619 2731618 2731360 2731341 10239 
1	|	110934	|	Agreia	|	110934 85023 85006 1760 201174 1783272 2 131567 
1	|	2907134	|	Constantimarinum	|	2907134 2907139 49546 200644 117743 976 68336 1783270 2 131567 
1	|	34093	|	Simkania	|	34093 92712 1963360 204429 204428 1783257 2 131567 
1	|	2560126	|	Elerivirus	|	2560126 2731619 2731618 2731360 2731341 10239 
1	|	1485	|	Clostridium	|	1485 31979 186802 186801 1239 1783272 2 131567 
1	|	1070314	|	Halorussus	|	1070314 3064797 2235 183963 2290931 28890 3366610 2157 131567 
1	|	1913651	|	Krischvirus	|	1913651 2946170 2731619 2731618 2731360 2731341 10239 
1	|	12137	|	Sobemovirus	|	12137 2169577 2732553 2732506 2732408 2732396 2559587 10239 
1	|	1007	|	Saprospira	|	1007 89374 1936988 1937959 976 68336 1783270 2 131567 
1	|	2842738	|	Hoswirudivirus	|	2842738 157897 1511857 2841637 2840024 2840023 2840022 10239 
1	|	2603324	|	Acidibrevibacterium	|	2603324 433 204441 28211 1224 2 131567 
1	|	2847312	|	Parafannyhessea	|	2847312 1643824 84999 84998 201174 1783272 2 131567 
1	|	155977	|	Acaryochloris	|	155977 1890429 3079744 3028117 1117 1798711 1783272 2 131567 
1	|	511745	|	Methylacidiphilum (ex Ratnadevi et al. 2023)	|	511745 717964 717963 1955630 74201 1783257 2 131567 
1	|	2948912	|	Skysandvirus	|	2948912 2946629 2946175 2731619 2731618 2731360 2731341 10239 
1	|	2040262	|	Allobranchiibius	|	2040262 145357 85006 1760 201174 1783272 2 131567 
1	|	2767353	|	Lancefieldella	|	2767353 1643824 84999 84998 201174 1783272 2 131567 
1	|	2948953	|	Wotdevirus	|	2948953 2942976 2942964 1978007 2731619 2731618 2731360 2731341 10239 
1	|	3058346	|	Gimibacter	|	3058346 1549128 362534 28211 1224 2 131567 
1	|	558019	|	Deltabaculovirus	|	558019 10442 2840070 2840056 10239 
1	|	2843400	|	Karimacvirus	|	2843400 2946625 3044479 2731619 2731618 2731360 2731341 10239 
1	|	447792	|	Phytobacter	|	447792 543 91347 1236 1224 2 131567 
1	|	2680018	|	Rhodophyticola	|	2680018 31989 204455 28211 1224 2 131567 
1	|	2132	|	Spiroplasma	|	2132 2131 186328 31969 544448 1783272 2 131567 
1	|	830	|	Butyrivibrio	|	830 186803 3085636 186801 1239 1783272 2 131567 
1	|	2843366	|	Cimandefvirus	|	2843366 2731619 2731618 2731360 2731341 10239 
1	|	2837504	|	Heyndrickxia	|	2837504 186817 1385 91061 1239 1783272 2 131567 
1	|	2843375	|	Dinavirus	|	2843375 2731619 2731618 2731360 2731341 10239 
1	|	102115	|	Stanieria	|	102115 1890498 52604 3028117 1117 1798711 1783272 2 131567 
1	|	1911577	|	Oryzomicrobium	|	1911577 75787 206389 28216 1224 2 131567 
1	|	2024975	|	Silvanigrella	|	2024975 2024974 2024973 1553900 3018035 2 131567 
1	|	138117	|	Quatrionicoccus	|	138117 2008795 206389 28216 1224 2 131567 
1	|	2690159	|	Anaerohalosphaera	|	2690159 2690158 2483366 666505 203682 1783257 2 131567 
1	|	680114	|	Bixzunavirus	|	680114 2946628 2731619 2731618 2731360 2731341 10239 
1	|	2767885	|	Latilactobacillus	|	2767885 33958 186826 91061 1239 1783272 2 131567 
1	|	208215	|	Parvularcula	|	208215 255474 255473 28211 1224 2 131567 
1	|	3044866	|	Yushanluvirus	|	3044866 2946160 2731619 2731618 2731360 2731341 10239 
1	|	1865	|	Actinoplanes	|	1865 28056 85008 1760 201174 1783272 2 131567 
1	|	40566	|	Actinosynnema	|	40566 2070 85010 1760 201174 1783272 2 131567 
1	|	2169658	|	Wizardvirus	|	2169658 2731619 2731618 2731360 2731341 10239 
1	|	39743	|	Asfivirus	|	39743 137992 2732526 2732525 2732007 2732005 2732004 10239 
1	|	270	|	Thermus	|	270 188786 68933 188787 1297 1783272 2 131567 
1	|	655352	|	Cohaesibacter	|	655352 655351 356 28211 1224 2 131567 
1	|	214904	|	Tepidibacter	|	214904 186804 3082720 186801 1239 1783272 2 131567 
1	|	1637257	|	Mageeibacillus	|	1637257 216572 186802 186801 1239 1783272 2 131567 
1	|	511434	|	Candidatus Azobacteroides	|	511434 333046 171549 200643 976 68336 1783270 2 131567 
1	|	1870884	|	Clostridioides	|	1870884 186804 3082720 186801 1239 1783272 2 131567 
1	|	414371	|	Aureimonas	|	414371 255475 356 28211 1224 2 131567 
1	|	437504	|	Granulosicoccus	|	437504 449719 135613 1236 1224 2 131567 
1	|	1921582	|	Orrella	|	1921582 506 80840 28216 1224 2 131567 
1	|	2767890	|	Paucilactobacillus	|	2767890 33958 186826 91061 1239 1783272 2 131567 
1	|	1649	|	Kurthia	|	1649 186818 1385 91061 1239 1783272 2 131567 
1	|	2895509	|	Metamycoplasma	|	2895509 2895623 2790996 544448 1783272 2 131567 
1	|	2029	|	Kibdelosporangium	|	2029 2070 85010 1760 201174 1783272 2 131567 
1	|	2842862	|	Melvirus	|	2842862 2842333 2731619 2731618 2731360 2731341 10239 
1	|	1616789	|	Salinispira	|	1616789 137 136 203692 203691 2 131567 
1	|	675845	|	Emaravirus	|	675845 1980412 1980410 2497576 2497571 2497569 2732396 2559587 10239 
1	|	2808942	|	Fluviibacter	|	2808942 2808923 206389 28216 1224 2 131567 
1	|	40272	|	Roseolovirus	|	40272 10357 3044472 548681 2731363 2731361 2731360 2731341 10239 
1	|	3044674	|	Biavirus	|	3044674 3044476 2732554 2732523 2732007 2732005 2732004 10239 
1	|	2675230	|	Cytobacillus	|	2675230 186817 1385 91061 1239 1783272 2 131567 
1	|	2795776	|	Calycomorphotria	|	2795776 126 112 203683 203682 1783257 2 131567 
1	|	795750	|	Ignavibacterium	|	795750 795749 795748 795747 1134404 68336 1783270 2 131567 
1	|	2733119	|	Nerrivikvirus	|	2733119 2946160 2731619 2731618 2731360 2731341 10239 
1	|	395331	|	Methanoregula	|	395331 1198451 2191 224756 2290931 28890 3366610 2157 131567 
1	|	2560184	|	Napahaivirus	|	2560184 2731643 2731619 2731618 2731360 2731341 10239 
1	|	674981	|	Victorivirus	|	674981 11006 2732540 2732458 2732405 2732396 2559587 10239 
1	|	2560233	|	Sugarlandvirus	|	2560233 2731690 2731619 2731618 2731360 2731341 10239 
1	|	404432	|	Salinicola	|	404432 28256 135619 1236 1224 2 131567 
1	|	693996	|	Alphacoronavirus	|	693996 2501931 11118 2499399 76804 2732506 2732408 2732396 2559587 10239 
1	|	2733250	|	Lostrhavirus	|	2733250 2842407 11270 11157 2497574 2497570 2497569 2732396 2559587 10239 
1	|	1649495	|	Seonamhaeicola	|	1649495 49546 200644 117743 976 68336 1783270 2 131567 
1	|	83681	|	Nonomuraea	|	83681 2004 85012 1760 201174 1783272 2 131567 
1	|	2664261	|	Leptodesmis	|	2664261 1890438 3079749 3028117 1117 1798711 1783272 2 131567 
1	|	181084	|	Prasinovirus	|	181084 10501 2732524 2732523 2732007 2732005 2732004 10239 
1	|	644652	|	Gordonibacter	|	644652 1643826 1643822 84998 201174 1783272 2 131567 
1	|	230355	|	Methanolacinia	|	230355 2194 2191 224756 2290931 28890 3366610 2157 131567 
1	|	2974824	|	Nanobdella	|	2974824 2974823 2974822 2974821 192989 1783276 2157 131567 
1	|	1649510	|	Variibacter	|	1649510 41294 356 28211 1224 2 131567 
1	|	2975521	|	Candidatus Xianfuyuplasma	|	2975521 2975520 2975519 1912503 544448 1783272 2 131567 
1	|	300264	|	Silvimonas	|	300264 2897177 206351 28216 1224 2 131567 
1	|	31988	|	Aminobacter	|	31988 69277 356 28211 1224 2 131567 
1	|	1763	|	Mycobacterium	|	1763 1762 85007 1760 201174 1783272 2 131567 
1	|	141948	|	Thermomonas	|	141948 32033 135614 1236 1224 2 131567 
1	|	1649463	|	Lentilitoribacter	|	1649463 82115 356 28211 1224 2 131567 
1	|	561	|	Escherichia	|	561 543 91347 1236 1224 2 131567 
1	|	282132	|	Candidatus Protochlamydia	|	282132 92713 1963360 204429 204428 1783257 2 131567 
1	|	2893197	|	Aegicerativicinus	|	2893197 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2093	|	Mycoplasma	|	2093 2092 2085 31969 544448 1783272 2 131567 
1	|	43927	|	Halobaculum	|	43927 1644056 2235 183963 2290931 28890 3366610 2157 131567 
1	|	288021	|	Kordiimonas	|	288021 1331809 362534 28211 1224 2 131567 
1	|	2706000	|	Casimicrobium	|	2706000 2705999 119066 28216 1224 2 131567 
1	|	1936111	|	Fuerstiella	|	1936111 126 112 203683 203682 1783257 2 131567 
1	|	450526	|	Trichocoleus	|	450526 2303527 3079749 3028117 1117 1798711 1783272 2 131567 
1	|	393661	|	Congregibacter	|	393661 1706372 1706369 1236 1224 2 131567 
1	|	1193503	|	Gilliamella	|	1193503 1240483 1240482 1236 1224 2 131567 
1	|	2706948	|	Aureibaculum	|	2706948 49546 200644 117743 976 68336 1783270 2 131567 
1	|	283735	|	Leeuwenhoekiella	|	283735 49546 200644 117743 976 68336 1783270 2 131567 
1	|	638847	|	Pyramidobacter	|	638847 3029088 649776 649775 508458 2 131567 
1	|	417127	|	Zunongwangia	|	417127 49546 200644 117743 976 68336 1783270 2 131567 
1	|	1198137	|	Schizotequatrovirus	|	1198137 2946170 2731619 2731618 2731360 2731341 10239 
1	|	2903107	|	Paracholeplasma	|	2903107 2146 186329 31969 544448 1783272 2 131567 
1	|	2732691	|	Pifdecavirus	|	2732691 2731653 2731643 2731619 2731618 2731360 2731341 10239 
1	|	2842716	|	Hadassahvirus	|	2842716 2842519 2946170 2731619 2731618 2731360 2731341 10239 
1	|	1312873	|	Alphamesonivirus	|	1312873 2501963 1312872 2499400 76804 2732506 2732408 2732396 2559587 10239 
1	|	106591	|	Ensifer	|	106591 227292 82115 356 28211 1224 2 131567 
1	|	429014	|	Desulfopila	|	429014 2886822 3024411 3031451 200940 2 131567 
1	|	1982881	|	Arequatrovirus	|	1982881 1982875 2731619 2731618 2731360 2731341 10239 
1	|	329857	|	Cohnella	|	329857 186822 1385 91061 1239 1783272 2 131567 
1	|	2842638	|	Deltanudivirus	|	2842638 1511852 2840070 2840056 10239 
1	|	2881427	|	Parasynechococcus	|	2881427 2881426 1890424 3028117 1117 1798711 1783272 2 131567 
1	|	51514	|	Dehalobacterium	|	51514 186807 186802 186801 1239 1783272 2 131567 
1	|	1182780	|	Magnetospira	|	1182780 2844866 204441 28211 1224 2 131567 
1	|	1982372	|	Xiamenvirus	|	1982372 2731619 2731618 2731360 2731341 10239 
1	|	81466	|	Aminobacterium	|	81466 3029087 649776 649775 508458 2 131567 
1	|	2842616	|	Copernicusvirus	|	2842616 2842424 2842327 2731619 2731618 2731360 2731341 10239 
1	|	244698	|	Gillisia	|	244698 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2843412	|	Lambovirus	|	2843412 2731619 2731618 2731360 2731341 10239 
1	|	2816884	|	Qingshengfaniella	|	2816884 31989 204455 28211 1224 2 131567 
1	|	2732686	|	Kayfunavirus	|	2732686 2731653 2731643 2731619 2731618 2731360 2731341 10239 
1	|	178440	|	Opitutus	|	178440 134623 415000 414999 74201 1783257 2 131567 
1	|	475	|	Moraxella	|	475 468 2887326 1236 1224 2 131567 
1	|	1656823	|	Halanaeroarchaeum	|	1656823 2236 2235 183963 2290931 28890 3366610 2157 131567 
1	|	768	|	Anaplasma	|	768 942 766 28211 1224 2 131567 
1	|	265431	|	Solwaraspora	|	265431 28056 85008 1760 201174 1783272 2 131567 
1	|	2039240	|	Anaerotignum	|	2039240 3118652 3085636 186801 1239 1783272 2 131567 
1	|	622681	|	Candidatus Planktophila	|	622681 2162846 2039638 1760 201174 1783272 2 131567 
1	|	613	|	Serratia	|	613 1903411 91347 1236 1224 2 131567 
1	|	2733152	|	Bertelyvirus	|	2733152 2732612 2731619 2731618 2731360 2731341 10239 
1	|	1602345	|	Parasaccharibacter	|	1602345 433 204441 28211 1224 2 131567 
1	|	2782229	|	Epilithonimonas	|	2782229 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	378210	|	Methyloversatilis	|	378210 2008793 32003 28216 1224 2 131567 
1	|	47670	|	Lautropia	|	47670 119060 80840 28216 1224 2 131567 
1	|	457933	|	Elioraea	|	457933 2690195 204441 28211 1224 2 131567 
1	|	166953	|	Kaistia	|	166953 2831111 356 28211 1224 2 131567 
1	|	2842710	|	Gredihovirus	|	2842710 2842332 2842249 2842243 2732407 2732396 2559587 10239 
1	|	100953	|	Atadenovirus	|	100953 10508 2732559 2732529 2732008 2732005 2732004 10239 
1	|	123	|	Pirellula	|	123 2691357 2691354 203683 203682 1783257 2 131567 
1	|	1159909	|	Bombiscardovia	|	1159909 31953 85004 1760 201174 1783272 2 131567 
1	|	2919589	|	Vaginimicrobium	|	2919589 31957 85009 1760 201174 1783272 2 131567 
1	|	2897349	|	Candidatus Uabimicrobium	|	2897349 2897348 2897347 2897345 203682 1783257 2 131567 
1	|	1623284	|	Kostyavirus	|	1623284 2731619 2731618 2731360 2731341 10239 
1	|	1433999	|	Domibacillus	|	1433999 186817 1385 91061 1239 1783272 2 131567 
1	|	114627	|	Alkaliphilus	|	114627 3118656 3082720 186801 1239 1783272 2 131567 
1	|	2560086	|	Alcyoneusvirus	|	2560086 2731619 2731618 2731360 2731341 10239 
1	|	2843433	|	Parlovirus	|	2843433 2731619 2731618 2731360 2731341 10239 
1	|	85043	|	Williamsia	|	85043 85025 85007 1760 201174 1783272 2 131567 
1	|	343334	|	Costertonia	|	343334 49546 200644 117743 976 68336 1783270 2 131567 
1	|	2842539	|	Acajnonavirus	|	2842539 2842519 2946170 2731619 2731618 2731360 2731341 10239 
1	|	2842711	|	Gregsiragusavirus	|	2842711 2842411 2842320 2731619 2731618 2731360 2731341 10239 
1	|	1763521	|	Paludisphaera	|	1763521 1763524 2691356 203683 203682 1783257 2 131567 
1	|	2811506	|	Dissulfurispira	|	2811506 2811505 2811503 2811502 40117 2 131567 
1	|	2282523	|	Methylorubrum	|	2282523 119045 356 28211 1224 2 131567 
1	|	2837503	|	Gottfriedia	|	2837503 186817 1385 91061 1239 1783272 2 131567 
1	|	2796146	|	Candidatus Nitrosacidococcus	|	2796146 1046 135613 1236 1224 2 131567 
1	|	83766	|	Propionivibrio	|	83766 75787 206389 28216 1224 2 131567 
1	|	68	|	Lysobacter	|	68 32033 135614 1236 1224 2 131567 
1	|	102231	|	Gloeocapsa	|	102231 1890464 1118 1301283 3028117 1117 1798711 1783272 2 131567 
1	|	427922	|	Desulfurivibrio	|	427922 213121 3024411 3031451 200940 2 131567 
1	|	302485	|	Phaeobacter	|	302485 2854170 204455 28211 1224 2 131567 
1	|	252301	|	Oceanicola	|	252301 2854170 204455 28211 1224 2 131567 
1	|	10509	|	Mastadenovirus	|	10509 10508 2732559 2732529 2732008 2732005 2732004 10239 
1	|	1164882	|	Lachnoanaerobaculum	|	1164882 186803 3085636 186801 1239 1783272 2 131567 
1	|	2792393	|	Aquipluma	|	2792393 1471398 1970189 200643 976 68336 1783270 2 131567 
1	|	2841540	|	Halosegnis	|	2841540 1963268 2235 183963 2290931 28890 3366610 2157 131567 
1	|	2560255	|	Wilnyevirus	|	2560255 3044647 3044479 2731619 2731618 2731360 2731341 10239 
1	|	1928820	|	Intestinibacillus	|	1928820 3085642 186802 186801 1239 1783272 2 131567 
1	|	911	|	Nitrobacter	|	911 41294 356 28211 1224 2 131567 
1	|	2022711	|	Methanonatronarchaeum	|	2022711 2202724 2202723 171536 28890 3366610 2157 131567 
1	|	274470	|	Alkalibacter	|	274470 186806 186802 186801 1239 1783272 2 131567 
1	|	2005375	|	Alkalicoccus	|	2005375 186817 1385 91061 1239 1783272 2 131567 
1	|	1159323	|	Macellibacteroides	|	1159323 171551 171549 200643 976 68336 1783270 2 131567 
1	|	155493	|	Gallibacterium	|	155493 712 135625 1236 1224 2 131567 
1	|	1649482	|	Pseudopedobacter	|	1649482 84566 200666 117747 976 68336 1783270 2 131567 
1	|	184923	|	Methylocapsa	|	184923 45404 356 28211 1224 2 131567 
1	|	1980517	|	Orthonairovirus	|	1980517 1980415 1980410 2497576 2497571 2497569 2732396 2559587 10239 
1	|	2992720	|	Acidilutibacter	|	2992720 2992717 1737405 1737404 1239 1783272 2 131567 
1	|	1541743	|	Candidatus Ruthturnera	|	1541743 32036 118884 1236 1224 2 131567 
1	|	599651	|	Bermanella	|	599651 135620 135619 1236 1224 2 131567 
1	|	2948838	|	Neritesvirus	|	2948838 2946160 2731619 2731618 2731360 2731341 10239 
1	|	908623	|	Euzebya	|	908623 908622 908621 908620 201174 1783272 2 131567 
1	|	1184396	|	Mesotoga	|	1184396 1643948 1643946 188708 200918 2 131567 
1	|	2843353	|	Ayohtrevirus	|	2843353 2731619 2731618 2731360 2731341 10239 
1	|	1623288	|	Liefievirus	|	1623288 2946631 2731619 2731618 2731360 2731341 10239 
1	|	2843428	|	Myosmarvirus	|	2843428 2731619 2731618 2731360 2731341 10239 
1	|	29548	|	Rhodothermus	|	29548 563843 1853224 1853222 1853220 68336 1783270 2 131567 
1	|	2782231	|	Kaistella	|	2782231 2782232 2762318 200644 117743 976 68336 1783270 2 131567 
1	|	3033930	|	Fervidibacillus	|	3033930 186817 1385 91061 1239 1783272 2 131567 
1	|	1707	|	Cellulomonas	|	1707 85016 85006 1760 201174 1783272 2 131567 
1	|	1081	|	Rhodospirillum	|	1081 41295 204441 28211 1224 2 131567 
1	|	56433	|	Couchioplanes	|	56433 28056 85008 1760 201174 1783272 2 131567 
1	|	1643951	|	Pseudothermotoga	|	1643951 188709 2419 188708 200918 2 131567 
1	|	2953860	|	Candidatus Arcticimaribacter	|	2953860 49546 200644 117743 976 68336 1783270 2 131567 
1	|	67575	|	Rheinheimera	|	67575 1046 135613 1236 1224 2 131567 
1	|	1511635	|	Aquisphaera	|	1511635 1763524 2691356 203683 203682 1783257 2 131567 
1	|	2843347	|	Annadreamyvirus	|	2843347 3044647 3044479 2731619 2731618 2731360 2731341 10239 
1	|	762641	|	Muriicola	|	762641 49546 200644 117743 976 68336 1783270 2 131567 
2	|	1427149	|	Haloarcula	|	2237 1963268 2235 183963 2290931 28890 3366610 2157 131567 
1	|	361177	|	Altererythrobacter	|	361177 335929 204457 28211 1224 2 131567 
1	|	64159	|	Desulfurobacterium	|	64159 558314 1485951 187857 200783 2 131567 
1	|	2733140	|	Wellingtonvirus	|	2733140 2731619 2731618 2731360 2731341 10239 
1	|	2560138	|	Gesputvirus	|	2560138 2946645 2731619 2731618 2731360 2731341 10239 
1	|	2948884	|	Rosariovirus	|	2948884 2731619 2731618 2731360 2731341 10239 
1	|	2184	|	Methanococcus	|	2184 2183 2182 183939 2283794 28890 3366610 2157 131567 
1	|	312278	|	Emticicia	|	312278 3141702 768507 768503 976 68336 1783270 2 131567 
1	|	286801	|	Segniliparus	|	286801 316606 85007 1760 201174 1783272 2 131567 
1	|	458032	|	Chloracidobacterium	|	458032 1562566 57723 2 131567 
1	|	1114981	|	Piscinibacter	|	1114981 2975441 80840 28216 1224 2 131567 
1	|	10491	|	Chloriridovirus	|	10491 2017757 10486 2732555 2732523 2732007 2732005 2732004 10239 
1	|	2904687	|	Desulforapulum	|	2904687 213119 213118 3024418 200940 2 131567 
1	|	1335745	|	Spiribacter	|	1335745 72276 135613 1236 1224 2 131567 
1	|	872	|	Desulfovibrio	|	872 194924 213115 3031449 200940 2 131567 
1	|	1983744	|	Bongovirus	|	1983744 1982877 2946173 2731619 2731618 2731360 2731341 10239 
1	|	354354	|	Niastella	|	354354 563835 1853229 1853228 976 68336 1783270 2 131567 
1	|	2222	|	Methanothrix	|	2222 143067 2905377 224756 2290931 28890 3366610 2157 131567 
1	|	2733117	|	Neptunevirus	|	2733117 2946160 2731619 2731618 2731360 2731341 10239 
1	|	57739	|	Vogesella	|	57739 1499392 206351 28216 1224 2 131567 
1	|	1738645	|	Caproiciproducens	|	1738645 3082771 186802 186801 1239 1783272 2 131567 
1	|	501783	|	Cloacibacterium	|	501783 2762318 200644 117743 976 68336 1783270 2 131567 
